org,repo_name,commit_sha,author,author_email,message,date,day_of_week,hour_of_day
microsoft,PowerToys,995c5932a939f212d9f0684e77ab9d6cba93e113,User6573,User6573@example.com,Update feature,2024-04-09T02:37:00Z,Tuesday,2
microsoft,PowerToys,e1d6149bdc3d292e79e4eb9e247e537c73dbe912,User6573,User6573@example.com,Update test,2024-06-17T22:57:00Z,Monday,22
microsoft,PowerToys,4b44086bcdbb2aa2c9626f28e7efeaa1abc39bcb,User3295,User3295@example.com,Update test,2024-06-28T21:55:00Z,Friday,21
microsoft,PowerToys,cf0820344cba8ee55ebf24006f0b962a614df537,User3410,User3410@example.com,Update test,2024-01-12T21:03:00Z,Friday,21
microsoft,PowerToys,6ac9153a269aa720e30cf02c57bb82f33141ebab,User3295,User3295@example.com,Update test,2023-10-12T21:56:00Z,Thursday,21
microsoft,PowerToys,fb6557ee50c32d57980d8ca6ec6de71b866af413,User7720,User7720@example.com,Update docs,2023-07-08T02:59:00Z,Saturday,2
microsoft,PowerToys,e5920dfa609aa9a1bc680148dcb5f690860a703c,User6573,User6573@example.com,Update bug,2024-12-17T15:50:00Z,Tuesday,15
microsoft,PowerToys,7065a2f97dd41f29d62900cde3ad0f917265bc51,User7720,User7720@example.com,Update test,2023-04-12T09:49:00Z,Wednesday,9
microsoft,PowerToys,9edb6cf382890452ffb4804f1331babb01f13933,User9147,User9147@example.com,Update feature,2023-04-15T16:17:00Z,Saturday,16
microsoft,PowerToys,e9161c9355a39a550aac39b2efcf6b2844d9c461,User3295,User3295@example.com,Update test,2023-05-24T02:01:00Z,Wednesday,2
microsoft,PowerToys,1bfe3096a830ea40486961d2f08ccd8c9caa826e,User1793,User1793@example.com,Update test,2024-03-25T23:26:00Z,Monday,23
microsoft,PowerToys,0fcdbff01f70200915445d0250248ff9a3d400f2,User9464,User9464@example.com,Update docs,2024-02-17T22:17:00Z,Saturday,22
microsoft,PowerToys,596908d4821193d728820759ec12c6b59706cfc2,User7720,User7720@example.com,Update bug,2024-11-13T16:14:00Z,Wednesday,16
microsoft,PowerToys,19eb8de1380827d58bcf28e11b8fb70b6650bd18,User3410,User3410@example.com,Update refactor,2024-07-30T19:53:00Z,Tuesday,19
microsoft,PowerToys,da4a1ec1b97344887815c062b8770a429dd7d9c7,User3410,User3410@example.com,Update refactor,2024-06-23T10:26:00Z,Sunday,10
microsoft,PowerToys,86c3a24ada6c2c8868ab6710a9583491f76e0495,User9147,User9147@example.com,Update refactor,2023-02-20T20:18:00Z,Monday,20
microsoft,PowerToys,11025c28318cba247636c547979a03eff5ed50ec,User1793,User1793@example.com,Update bug,2023-07-01T13:39:00Z,Saturday,13
microsoft,PowerToys,87c4c5f0da5e5c0801ee40a26f9f448c9dcb6e37,User9147,User9147@example.com,Update feature,2024-11-17T02:09:00Z,Sunday,2
microsoft,PowerToys,4f32ba572e938ee29f9210e6b913241af3303faa,User1793,User1793@example.com,Update feature,2024-11-08T21:41:00Z,Friday,21
microsoft,PowerToys,aaafa3502487587c3a49f2b62d6abbe3f4ffb00e,User9147,User9147@example.com,Update bug,2023-07-30T01:22:00Z,Sunday,1
microsoft,PowerToys,ab0dee4bb7f11ac92bd7d121bf93ca8ffa12333b,User3295,User3295@example.com,Update test,2024-07-20T06:28:00Z,Saturday,6
microsoft,PowerToys,072555f31a5083c96d63e90e65ce990207108309,User7720,User7720@example.com,Update docs,2024-01-29T18:31:00Z,Monday,18
microsoft,PowerToys,f299b707f8984309eff5c1babc83c1d69fe3b832,User9464,User9464@example.com,Update test,2024-06-21T14:03:00Z,Friday,14
microsoft,PowerToys,e8ccf1c9a3f56680e2c0aa7c646d9c5d38f587cc,User9147,User9147@example.com,Update test,2023-12-21T14:39:00Z,Thursday,14
microsoft,PowerToys,1e5b23bcb694e9876b5a7fd6434fc5493181444c,User7720,User7720@example.com,Update test,2023-01-11T14:37:00Z,Wednesday,14
microsoft,PowerToys,e684c83b069dba9694c1d7e11dee266cef96c5d2,User7720,User7720@example.com,Update docs,2023-09-10T19:05:00Z,Sunday,19
microsoft,PowerToys,292acfcb9650227c8da1f559eea452387cf96727,User6573,User6573@example.com,Update docs,2023-05-06T09:33:00Z,Saturday,9
microsoft,PowerToys,6c0d3d480f68ae2ef2e05962722833c30e96eee2,User3295,User3295@example.com,Update docs,2024-07-15T19:40:00Z,Monday,19
microsoft,PowerToys,5100bc9051396b6049ff8bd9b37f196b8f1df2b7,User6573,User6573@example.com,Update refactor,2023-01-20T21:52:00Z,Friday,21
microsoft,PowerToys,9db43c9d105964064299b1fec0aba40ef14dc0db,User9147,User9147@example.com,Update refactor,2024-10-14T08:14:00Z,Monday,8
microsoft,PowerToys,84650510f985626fd1c427ba45b7eacb7d8c07c8,User9147,User9147@example.com,Update feature,2024-09-15T12:07:00Z,Sunday,12
microsoft,PowerToys,ebd0e3a44f107a08d3d39fce88c3f4c01c945198,User3410,User3410@example.com,Update test,2023-08-25T16:23:00Z,Friday,16
microsoft,PowerToys,9b0f54c8222578aaa621ed2464e24b9e53c66d24,User7720,User7720@example.com,Update docs,2023-05-15T21:31:00Z,Monday,21
microsoft,PowerToys,84259c754ccb71dea0cd29047fce08184e1fc1d1,User9464,User9464@example.com,Update test,2024-12-02T14:24:00Z,Monday,14
microsoft,PowerToys,fddca90a7223343043cd309ed224540f293f0e43,User6573,User6573@example.com,Update test,2024-11-23T06:53:00Z,Saturday,6
microsoft,PowerToys,d1744247f6b749df54ad728c2a56f57b688ea474,User6573,User6573@example.com,Update docs,2024-09-14T18:00:00Z,Saturday,18
microsoft,PowerToys,e93878d74a119e7282b2ab5064c64bf6fe67be16,User1793,User1793@example.com,Update test,2023-08-06T20:20:00Z,Sunday,20
microsoft,PowerToys,dfd9c0d8f91789d617c28893243dfcfee25ca092,User9464,User9464@example.com,Update refactor,2023-02-17T00:21:00Z,Friday,0
microsoft,PowerToys,ab937cb3cf4fcd415144681fd95b0eb45a07a597,User3410,User3410@example.com,Update test,2024-05-12T13:05:00Z,Sunday,13
microsoft,PowerToys,48eaa24fa1795e83ad1d3e443fe45a6307ccc136,User1793,User1793@example.com,Update test,2023-02-21T15:05:00Z,Tuesday,15
microsoft,PowerToys,19030936eeba44573ce8f6277a46b2f6ae9dbcee,User3295,User3295@example.com,Update docs,2024-10-08T10:16:00Z,Tuesday,10
microsoft,PowerToys,a7d879f0095623bb03e9921cea8b57020bb1c9a8,User9147,User9147@example.com,Update refactor,2024-11-16T09:19:00Z,Saturday,9
microsoft,PowerToys,19603c10d0fbec57df3c723e234a8e545c494b14,User3410,User3410@example.com,Update test,2024-10-04T15:28:00Z,Friday,15
microsoft,PowerToys,2f41c86070a9f408a1cf04dd51edab52dcc9fe3a,User1793,User1793@example.com,Update docs,2023-09-04T21:36:00Z,Monday,21
microsoft,PowerToys,ff1ec062eb985ea0a0be14ef698339b92aef2492,User9147,User9147@example.com,Update docs,2024-11-09T00:37:00Z,Saturday,0
microsoft,PowerToys,24e63fec112575535cda977f8e12a2f0a6e740a0,User3295,User3295@example.com,Update bug,2024-05-17T23:30:00Z,Friday,23
microsoft,PowerToys,48a2f2ae4d37a47e6f1e3686f959590690aa8ccf,User1793,User1793@example.com,Update bug,2024-09-02T17:17:00Z,Monday,17
microsoft,PowerToys,ca826211240ab2bee0fe4cf95dcd78f1334ff469,User7720,User7720@example.com,Update test,2024-03-10T19:54:00Z,Sunday,19
microsoft,PowerToys,678e18729de53cf8a88183dff184a7809d59b883,User3410,User3410@example.com,Update feature,2023-02-17T17:26:00Z,Friday,17
microsoft,PowerToys,022040f7774602dc91ac4bf5b3a1bdf37210ee27,User9147,User9147@example.com,Update refactor,2024-09-09T16:21:00Z,Monday,16
microsoft,PowerToys,855965ef85bfce19d505bc67e5a3ca7c0aa37dbb,User9464,User9464@example.com,Update test,2024-01-23T16:00:00Z,Tuesday,16
microsoft,PowerToys,abab0d04546ca455f371fe33529ba492f4d2f982,User1793,User1793@example.com,Update docs,2024-09-17T01:07:00Z,Tuesday,1
microsoft,PowerToys,8f6201171c9425a9b28818c438574e3ede3e600a,User3295,User3295@example.com,Update feature,2023-06-09T09:43:00Z,Friday,9
microsoft,PowerToys,ca499c5d8b82e79ea822b8df777bab678abec896,User3295,User3295@example.com,Update feature,2023-07-15T21:38:00Z,Saturday,21
microsoft,PowerToys,88bad6ccab77bbd8798c595d8665ae60fb917475,User6573,User6573@example.com,Update docs,2024-02-07T13:42:00Z,Wednesday,13
microsoft,PowerToys,cdd75efa353291f465ba6c9856632220b60d8f1d,User6573,User6573@example.com,Update docs,2023-05-27T08:04:00Z,Saturday,8
microsoft,PowerToys,cd3797a08c814f6ec3dea2ac68d5c67d65177908,User1793,User1793@example.com,Update bug,2024-08-29T13:28:00Z,Thursday,13
microsoft,PowerToys,7b8fd7c61955323aaef64ea44ee240896ca66dea,User3295,User3295@example.com,Update refactor,2024-09-27T05:21:00Z,Friday,5
microsoft,PowerToys,4ba006f83ea8f15bd9860c310b535ec499584f6d,User6573,User6573@example.com,Update docs,2024-02-18T00:56:00Z,Sunday,0
microsoft,PowerToys,4dcd2785f918e93f43a3b2a249efd4de9001b7b4,User1793,User1793@example.com,Update test,2023-08-14T06:25:00Z,Monday,6
microsoft,PowerToys,dbc1d5b85dabee0722448cd1102f70c957ed867a,User9464,User9464@example.com,Update test,2024-08-10T04:28:00Z,Saturday,4
microsoft,PowerToys,6d3c97b44d2322257c00b0aa6ebfb1dc32798ce0,User3295,User3295@example.com,Update bug,2023-09-18T11:36:00Z,Monday,11
microsoft,PowerToys,7abeb4c7db467699417c8d68ff5d7f74a78e3604,User7720,User7720@example.com,Update feature,2023-05-04T18:16:00Z,Thursday,18
microsoft,PowerToys,c2ae69f40da987f9ea34f0498bfaeaf7f99d9de6,User3410,User3410@example.com,Update refactor,2023-09-25T10:20:00Z,Monday,10
microsoft,PowerToys,a455ff102fb59b860c95d5840cda1931c79795d6,User9147,User9147@example.com,Update docs,2023-02-21T09:41:00Z,Tuesday,9
microsoft,PowerToys,977460c3a81899b6a0ad06eb3e92c9dc5e34a015,User3410,User3410@example.com,Update feature,2024-02-22T21:37:00Z,Thursday,21
microsoft,PowerToys,af58899462f95426873f88480a6f27c0c78ddd50,User1793,User1793@example.com,Update refactor,2024-10-28T09:54:00Z,Monday,9
microsoft,PowerToys,15ed3fe81ac3aa6a7f58551081620bfc3e245198,User3295,User3295@example.com,Update test,2023-12-26T05:35:00Z,Tuesday,5
microsoft,PowerToys,3d31feb279ad0d32fa083369dd4220eb54201860,User6573,User6573@example.com,Update bug,2023-06-08T22:33:00Z,Thursday,22
microsoft,PowerToys,0931e1d2e33f50978cadcb783d28bbced6b62433,User7720,User7720@example.com,Update bug,2023-07-06T16:01:00Z,Thursday,16
microsoft,PowerToys,ea37237b88e8e91cebd484a845c329497944d4cb,User9464,User9464@example.com,Update bug,2024-10-14T11:30:00Z,Monday,11
microsoft,PowerToys,dc658111f993e475e4e68e91c8776b5532ea3512,User7720,User7720@example.com,Update test,2024-08-14T11:37:00Z,Wednesday,11
microsoft,PowerToys,46f37ce6abbb950a07dad2d465efba0051d39ac2,User9147,User9147@example.com,Update feature,2023-05-03T16:22:00Z,Wednesday,16
microsoft,PowerToys,b9ae4e484894a933c812a17400a4a6a1e3ad8a8b,User3410,User3410@example.com,Update docs,2024-04-16T18:47:00Z,Tuesday,18
microsoft,PowerToys,5bdee45c8bf78743f18fdaaaa4a858c30b7e8f78,User6573,User6573@example.com,Update feature,2023-08-12T15:19:00Z,Saturday,15
microsoft,PowerToys,7cb55c5c6b9f56aa60fd6f6ece27d6878e43767d,User9147,User9147@example.com,Update bug,2024-08-01T08:46:00Z,Thursday,8
microsoft,PowerToys,32883e902ba5646554d0e7f7a3af07e664d1056b,User1793,User1793@example.com,Update bug,2024-08-27T04:27:00Z,Tuesday,4
microsoft,PowerToys,af44e33ddce1f24cb072dc6e8e8d70a997358b44,User9147,User9147@example.com,Update docs,2023-11-30T14:41:00Z,Thursday,14
microsoft,PowerToys,6a72ff1fc285e44e765677d50a394a8ddd7ad280,User6573,User6573@example.com,Update test,2024-04-30T15:58:00Z,Tuesday,15
microsoft,PowerToys,791dcdaaee027e0ab2367665023ed6b63ed03b1b,User9147,User9147@example.com,Update test,2024-03-11T18:37:00Z,Monday,18
microsoft,PowerToys,ef962bc95ffa675b3d229e8870541055121880c2,User9147,User9147@example.com,Update bug,2024-12-17T12:58:00Z,Tuesday,12
microsoft,PowerToys,31bf9253d7cb90ac154b86b429fbdd3763f4e679,User9464,User9464@example.com,Update test,2023-08-07T13:38:00Z,Monday,13
microsoft,PowerToys,7105f2edfdbe54bab32d0d71e54f07514f092e4b,User9464,User9464@example.com,Update refactor,2023-06-28T09:42:00Z,Wednesday,9
microsoft,PowerToys,6bfd3c9df41e2c8608e16e9f3684281f3a1ab92e,User7720,User7720@example.com,Update test,2023-07-12T21:12:00Z,Wednesday,21
microsoft,PowerToys,aa1919a62394d6a0a8faee51101cc27afff0c047,User9464,User9464@example.com,Update refactor,2023-06-12T12:01:00Z,Monday,12
microsoft,PowerToys,fe2687860864a22d48fd53a76f3abf033b763e6d,User9147,User9147@example.com,Update test,2024-03-16T21:03:00Z,Saturday,21
microsoft,PowerToys,3feb6d4648f07024b283475c4b77f2661788fdbd,User7720,User7720@example.com,Update feature,2023-11-15T15:34:00Z,Wednesday,15
microsoft,PowerToys,429e8e04b7270741dff154a02c32c3024f493f96,User9147,User9147@example.com,Update test,2024-03-20T23:23:00Z,Wednesday,23
microsoft,PowerToys,30e97da51d6f78f6b01c951675eac0c0d9222ee0,User6573,User6573@example.com,Update bug,2023-11-05T07:04:00Z,Sunday,7
microsoft,PowerToys,26d9efaca5da8d9194ae8b1560c1d659b128841f,User9147,User9147@example.com,Update refactor,2023-02-01T07:01:00Z,Wednesday,7
microsoft,PowerToys,b4d6a596ec454b20f2c70481a58a08afea062b01,User3410,User3410@example.com,Update feature,2024-05-28T17:39:00Z,Tuesday,17
microsoft,PowerToys,ea388aaee62e08db3dcfbb0fee47ca854fb5244d,User9147,User9147@example.com,Update feature,2024-11-01T00:33:00Z,Friday,0
microsoft,PowerToys,29fbb957e7a4a1d95c086f01d67d2d73bb7f97f5,User7720,User7720@example.com,Update bug,2024-05-21T17:20:00Z,Tuesday,17
microsoft,PowerToys,31305ee4b880f27b90c6e87a1c8cedc4cebef048,User7720,User7720@example.com,Update docs,2024-01-02T15:51:00Z,Tuesday,15
microsoft,PowerToys,ab1d301166da947423da1a49c187a9552b7f18f4,User1793,User1793@example.com,Update refactor,2024-10-06T06:49:00Z,Sunday,6
microsoft,PowerToys,f799a7e08c3342821954b7898c2484635240c993,User9147,User9147@example.com,Update docs,2024-10-03T07:36:00Z,Thursday,7
microsoft,PowerToys,38502ecdd8bd7e1275df5bde6330da36b3760a6f,User3295,User3295@example.com,Update docs,2024-08-21T01:07:00Z,Wednesday,1
microsoft,PowerToys,543b35b1ec13e28b89b24edd14cb0ae821a7ff22,User1793,User1793@example.com,Update refactor,2024-12-29T12:58:00Z,Sunday,12
microsoft,PowerToys,af7da9bf3464f4793c4c3e217095417aeb1dad6d,User3410,User3410@example.com,Update bug,2024-11-15T09:09:00Z,Friday,9
microsoft,PowerToys,259686a84f942764e57a32646e062583c801633c,User7720,User7720@example.com,Update bug,2024-04-26T08:24:00Z,Friday,8
microsoft,PowerToys,9c2aece754b3b1c555e15f8b1341d4918d175635,User9464,User9464@example.com,Update bug,2023-07-16T01:46:00Z,Sunday,1
microsoft,PowerToys,f7f3244556ede3ff66f7f76b07c47acc9181490d,User6573,User6573@example.com,Update docs,2023-09-29T07:36:00Z,Friday,7
microsoft,PowerToys,65676789c213261ab032b4d37543fd570b12c896,User7720,User7720@example.com,Update bug,2024-02-22T22:40:00Z,Thursday,22
microsoft,PowerToys,8b6a21fd5cfc3ca2716156ec23556978db643a34,User6573,User6573@example.com,Update refactor,2023-11-03T18:53:00Z,Friday,18
microsoft,PowerToys,8017844da0edb49f062a7b84b378a26d46e9aac9,User3410,User3410@example.com,Update refactor,2023-06-10T05:28:00Z,Saturday,5
microsoft,PowerToys,7675cfdfbb0180f19ed36179694e89dc7831f814,User3295,User3295@example.com,Update refactor,2023-06-02T05:19:00Z,Friday,5
microsoft,PowerToys,0a1184fb4df496c7e212b5b1e28a35bfbe0b1932,User3410,User3410@example.com,Update test,2024-12-22T06:43:00Z,Sunday,6
microsoft,PowerToys,df645b35f26262bbac13d34e935e62fea0729c6e,User1793,User1793@example.com,Update feature,2023-07-01T19:41:00Z,Saturday,19
microsoft,PowerToys,536aa72e43d55fd8e30b986a82048e5ccb5f6d3c,User7720,User7720@example.com,Update docs,2023-08-03T12:03:00Z,Thursday,12
microsoft,PowerToys,928d17808dca8d0eba91ce2b666860738150490f,User9147,User9147@example.com,Update feature,2023-04-12T09:07:00Z,Wednesday,9
microsoft,PowerToys,c5b5a22f60b434ac7cf789463e3cd4ada6bdd64d,User7720,User7720@example.com,Update test,2023-01-08T02:40:00Z,Sunday,2
microsoft,PowerToys,e6ca7534e6e348e337f6ef48fbc0ff5065294b6e,User3295,User3295@example.com,Update docs,2024-01-22T00:03:00Z,Monday,0
microsoft,PowerToys,0050ef11668c2da92279726cd160b513ce588ebf,User9147,User9147@example.com,Update feature,2024-08-22T21:24:00Z,Thursday,21
microsoft,PowerToys,7e5464b56aede3db5f79480c3a2464e6ebf4a01f,User1793,User1793@example.com,Update test,2024-03-03T20:20:00Z,Sunday,20
microsoft,PowerToys,8bd1f0f3931a1c960ada4501a2abd7e152818212,User9464,User9464@example.com,Update bug,2024-05-13T20:17:00Z,Monday,20
microsoft,PowerToys,2316de5d46be24d87e84c1bb9ec239bf4f9a16c1,User9147,User9147@example.com,Update test,2024-03-08T05:12:00Z,Friday,5
microsoft,PowerToys,44ecea0b1038533cb94cdf41d762e3a763d569c3,User1793,User1793@example.com,Update test,2023-07-18T14:37:00Z,Tuesday,14
microsoft,PowerToys,6763126757801e80b421341ddee429e9b1a8e44f,User7720,User7720@example.com,Update feature,2024-04-26T23:10:00Z,Friday,23
microsoft,PowerToys,e632bc8dec196918a3a81ad6ac202218c5fcfb87,User9464,User9464@example.com,Update docs,2024-12-21T08:02:00Z,Saturday,8
microsoft,PowerToys,fc70bb0219cfe444174b5c752bec905576943635,User1793,User1793@example.com,Update refactor,2024-09-24T11:44:00Z,Tuesday,11
microsoft,PowerToys,88c7ee892f2988af8a480b99cbb0973f5412c4a4,User3410,User3410@example.com,Update test,2023-09-30T00:05:00Z,Saturday,0
microsoft,PowerToys,0904b904f77be43069f7a2b1850fbf033e7fa292,User9147,User9147@example.com,Update test,2024-02-13T19:25:00Z,Tuesday,19
microsoft,PowerToys,7bc20f62f8c49e8d3e896178b8941a06aeee494b,User3410,User3410@example.com,Update test,2023-04-04T15:22:00Z,Tuesday,15
microsoft,PowerToys,2d0c9866013cfb5c37c5d733db286984e74b209f,User3295,User3295@example.com,Update docs,2024-07-11T02:27:00Z,Thursday,2
microsoft,PowerToys,6d8e7f0726a13ad550dd3fda6af4b484c4983147,User1793,User1793@example.com,Update refactor,2024-03-09T06:28:00Z,Saturday,6
microsoft,PowerToys,15af60bea12dd93cbbd4194044f49735b8e78e8a,User9464,User9464@example.com,Update bug,2024-09-22T09:11:00Z,Sunday,9
microsoft,PowerToys,baac7312ae42dd19e76f0c8da76c46e4b7b8180d,User9464,User9464@example.com,Update feature,2024-09-10T05:59:00Z,Tuesday,5
microsoft,PowerToys,bffb261294b46626e917a29d96599e6f3b612bbc,User9464,User9464@example.com,Update feature,2024-10-15T12:22:00Z,Tuesday,12
microsoft,PowerToys,eaebc0baeca59c40926cce2d244b025ce0f91233,User6573,User6573@example.com,Update bug,2024-01-04T10:54:00Z,Thursday,10
microsoft,PowerToys,732b0b761f996e1002c7c05b50c34ccdd0c6ff47,User1793,User1793@example.com,Update bug,2023-01-10T15:44:00Z,Tuesday,15
microsoft,PowerToys,e3d087efc13cefdeaffd6a8dc35847db69c1466c,User7720,User7720@example.com,Update bug,2023-02-28T06:24:00Z,Tuesday,6
microsoft,PowerToys,b0d064281e1563f01555de1d72a775dfbcaf9d99,User3295,User3295@example.com,Update bug,2024-04-10T16:12:00Z,Wednesday,16
microsoft,PowerToys,673dc8493f0335503103a30534759dc03abdc569,User9147,User9147@example.com,Update refactor,2023-05-22T15:29:00Z,Monday,15
microsoft,PowerToys,ee87cdfe92bc55693a52e5ad12956413c8e88a03,User7720,User7720@example.com,Update test,2023-06-14T04:49:00Z,Wednesday,4
microsoft,PowerToys,91b77dc5a71c7c7f57c7917d6c905983f5b442f0,User3410,User3410@example.com,Update docs,2023-06-07T23:43:00Z,Wednesday,23
microsoft,PowerToys,a587e990b05b59452226e00816f69345e7564bfa,User3410,User3410@example.com,Update test,2024-09-29T01:51:00Z,Sunday,1
microsoft,PowerToys,bf4c2ebaeab49602b0ca6cc5875633332477606f,User1793,User1793@example.com,Update test,2024-10-09T18:59:00Z,Wednesday,18
microsoft,PowerToys,2924cfd55ec5220062bb2757687230dbe693e611,User9464,User9464@example.com,Update feature,2024-03-21T23:14:00Z,Thursday,23
microsoft,PowerToys,e0a72c050764c09ceeb6ba53c32afac1709b0d79,User7720,User7720@example.com,Update feature,2023-09-29T19:20:00Z,Friday,19
microsoft,PowerToys,84de9298dad0f473adca803fd068cc0f7b3969b3,User9147,User9147@example.com,Update test,2024-01-23T12:40:00Z,Tuesday,12
microsoft,PowerToys,c2a223bf0daa56f09ac0ae0cba248862f5a6ffb1,User3295,User3295@example.com,Update test,2023-07-02T08:16:00Z,Sunday,8
microsoft,PowerToys,ca60418bc69dc0fb62b44c7e5b512e271ba4e300,User9464,User9464@example.com,Update docs,2023-04-19T20:51:00Z,Wednesday,20
microsoft,PowerToys,771c95f9c9eaaf2dfc50fff76feea9071381945f,User1793,User1793@example.com,Update bug,2024-08-10T11:56:00Z,Saturday,11
microsoft,PowerToys,e35dbc40d777f71b9e78a89567d72b564bd205b8,User6573,User6573@example.com,Update docs,2024-11-16T22:07:00Z,Saturday,22
microsoft,PowerToys,23db8de83d117a004f5d0247eddceea2a3e50428,User9464,User9464@example.com,Update bug,2023-02-28T11:43:00Z,Tuesday,11
microsoft,PowerToys,f14266cbdc0fca19f6664c0906954d1240930ca4,User9464,User9464@example.com,Update test,2024-10-11T03:03:00Z,Friday,3
microsoft,PowerToys,3822ec01876183b9fd5c2925bda08e2784603b0b,User3295,User3295@example.com,Update feature,2023-10-01T13:46:00Z,Sunday,13
microsoft,PowerToys,7ac6f8bbeee92558e6838f10f6d98665e16cf0da,User6573,User6573@example.com,Update feature,2023-07-31T05:34:00Z,Monday,5
microsoft,PowerToys,628d43e6332799e5b2c82d33035d51272b5315ae,User9464,User9464@example.com,Update feature,2023-11-01T05:10:00Z,Wednesday,5
microsoft,PowerToys,7ba106b5ab31d6d75c50203b7f71dd25fc176ae3,User3410,User3410@example.com,Update test,2024-12-17T03:09:00Z,Tuesday,3
microsoft,PowerToys,511a7be72a04c5dab6eeace7d88193d679379195,User1793,User1793@example.com,Update docs,2023-07-26T18:54:00Z,Wednesday,18
microsoft,PowerToys,3662dd0993718072cddadd16e73e4863f5b5018f,User3295,User3295@example.com,Update feature,2024-12-13T17:05:00Z,Friday,17
microsoft,PowerToys,323285f6546fabc83f66a5b83e84008bd2bd5729,User1793,User1793@example.com,Update bug,2024-11-14T12:11:00Z,Thursday,12
microsoft,PowerToys,e8f0864a80037522fed0996b8642073ac056b2e4,User1793,User1793@example.com,Update bug,2023-10-11T19:27:00Z,Wednesday,19
microsoft,PowerToys,2658de167fe643243c0101398007ec6ccd2be7b7,User6573,User6573@example.com,Update bug,2024-08-31T12:01:00Z,Saturday,12
microsoft,PowerToys,a8e2048b16838277cbb831ecfdc6b78851e67951,User3410,User3410@example.com,Update refactor,2024-10-26T00:47:00Z,Saturday,0
microsoft,PowerToys,8705782f609fdda50501b64c739c932b77a4eec2,User7720,User7720@example.com,Update docs,2024-06-07T08:29:00Z,Friday,8
microsoft,PowerToys,35441dcd092022af9b6574103c8edc3d64680c2d,User9147,User9147@example.com,Update test,2024-10-03T18:22:00Z,Thursday,18
microsoft,PowerToys,e667b02a44ed0a1af453741b330cde91b8782b0d,User9147,User9147@example.com,Update bug,2024-09-11T21:56:00Z,Wednesday,21
microsoft,PowerToys,dc8796ab060552fb034cfeb2adaab3825b49f118,User7720,User7720@example.com,Update feature,2024-06-01T03:05:00Z,Saturday,3
microsoft,PowerToys,fbc2509be9783b7fca2d8f23d8adbd241f6d3e75,User6573,User6573@example.com,Update feature,2024-04-17T19:14:00Z,Wednesday,19
microsoft,PowerToys,b4719a94da3034209895ab5ca5112f9073ecef88,User6573,User6573@example.com,Update docs,2024-12-16T11:42:00Z,Monday,11
microsoft,PowerToys,3c145833be48bb6456d50a398bb11e72552a3f2c,User7720,User7720@example.com,Update feature,2024-04-13T18:02:00Z,Saturday,18
microsoft,PowerToys,a08f7b7fcb8075fc20fd7505908617b7795025a6,User3410,User3410@example.com,Update refactor,2023-03-06T05:10:00Z,Monday,5
microsoft,PowerToys,aaf45041820e8e1c0b21bcbe5bc0c648114e5eef,User1793,User1793@example.com,Update test,2024-06-29T10:48:00Z,Saturday,10
microsoft,PowerToys,f309fd8f82dfb2d991ccaae93035d60142cce8ba,User3410,User3410@example.com,Update bug,2023-04-12T16:18:00Z,Wednesday,16
microsoft,PowerToys,9064721899b5b6bf6b18378a49d5145981f2c610,User7720,User7720@example.com,Update feature,2024-12-29T17:36:00Z,Sunday,17
microsoft,PowerToys,1f68d6984720d4e6a0cc8ef3ace7d218f29b4800,User3410,User3410@example.com,Update docs,2023-11-24T01:46:00Z,Friday,1
microsoft,PowerToys,15be5eb4a83959e1b26fc145470d3764a1e89ed0,User9147,User9147@example.com,Update feature,2024-07-31T23:33:00Z,Wednesday,23
microsoft,PowerToys,05d409d63fec82bfe57535fd72d7249014c50de1,User1793,User1793@example.com,Update bug,2023-01-30T03:46:00Z,Monday,3
microsoft,PowerToys,355b883c7e088af146ac2a681f44a7e84047f2b3,User3295,User3295@example.com,Update test,2024-10-31T14:35:00Z,Thursday,14
microsoft,PowerToys,bd62cc83bf10c9e1824ff6099d211e600efd917b,User1793,User1793@example.com,Update test,2024-03-17T18:45:00Z,Sunday,18
microsoft,PowerToys,c03bb1896a19365bd7f5f9bfd2f5d7502d7ee4b7,User3295,User3295@example.com,Update docs,2023-12-09T15:25:00Z,Saturday,15
microsoft,PowerToys,c9455180ac946d90f4465c71b477c8fa1f5251bf,User3410,User3410@example.com,Update test,2024-10-29T05:01:00Z,Tuesday,5
microsoft,PowerToys,6b949657fc0eee7c117d7e5c3cf84156438fabed,User7720,User7720@example.com,Update refactor,2024-10-06T07:58:00Z,Sunday,7
microsoft,PowerToys,353038327b8e50c950b03b219882830ffe61bee0,User9464,User9464@example.com,Update docs,2023-01-02T18:45:00Z,Monday,18
microsoft,PowerToys,851443871a14120c66b9e2495f3e52553951fbeb,User1793,User1793@example.com,Update docs,2023-08-15T10:45:00Z,Tuesday,10
microsoft,PowerToys,d394e1e8253433270c2d2b908d270fe9d30834f6,User9464,User9464@example.com,Update test,2023-08-09T07:01:00Z,Wednesday,7
microsoft,PowerToys,4f3ad8267be3b856de5de13a6c06ceb325f802bb,User9147,User9147@example.com,Update refactor,2024-02-16T04:11:00Z,Friday,4
microsoft,PowerToys,0d1b254828f84657582d8d49701f9627ca1bb4b8,User9464,User9464@example.com,Update refactor,2024-04-03T00:20:00Z,Wednesday,0
microsoft,PowerToys,f6f9e425c42ed5aee2a3010364a4b9db321724e7,User3295,User3295@example.com,Update bug,2024-09-19T03:46:00Z,Thursday,3
